字段1_文本,字段2,时间,字段3
爱超车的女司机,我的评价仅代表个人观点，要喷的随便喷，我反正不会当真😄作为一个女性用户，平时就接娃代步使用： 首先外观：非常喜欢，去年看到1号的时候就挺喜欢的，但是一直没有下手，今年看到三号尺寸变大了一点，造型更运动，线条很柔和，看起来很舒服，女生开不大不小，心动值暴增，6月1号上市就下定了。 2.虽然是女生，但是我对车的要求是需要提速快，超车干净利索，动力强的车，之前一直开的是3.0T的Q7，也是主要接送孩子代步为主，自驾游出去超级爽，开车10多年自认为技术还可以啦！想换个电车开又不想要太贵的，感觉更新太快不划算，还得是自己喜欢的，看来看去还是这款smart3号最钟意，因为家里有亲人一直在开smart的2门油车，所以对品牌还是认同的。虽然现在是奔驰和吉利共同打造，但是看了介绍吉利的浩瀚平台据说还可以，反正我也不懂，喜欢就是没有理由，说什么性价比的，不要跟女生讲这个，颜值胜于一切，而且干嘛要买一台别人认为划算的车呢，自己喜欢最重要。 3、再来说说驾驶感受吧：开了快一个月了，目前没有遇到什么问题，说1号车机卡的，我还没有遇到，蓝牙也可以远程操作，但是我一般都是用的钥匙，喜欢让钥匙有存在感，所以手机蓝牙钥匙我都上了密码的。跑过几次高速，来回400多公里，超车加速真的超级棒，从不会因为跑快了耗电而不敢加速，都是随意跑，一脚油门到150码（不建议还是不要超速太多）都轻轻松松完全不飘，底盘很稳，转弯给人的安全感超级强，以前大车开惯了觉得这个小车真的太好开了，小巧灵活。智能化那些功能在我看来就是锦上添花，实际用的时候很少，因为我目前还是油车的驾驶习惯，再好的辅助驾驶我还是更相信自己，所以城市里面多半用不上。 4最后说说续航吧：跑了几次高速每次都是服务区休息的时候花半个小时充到90，感觉还行啊，蹲个厕所休息一下时间就过了😄其余大部分时间就是城市代步，送的充电桩还没有装，我的店铺地下停车场就有充电桩，很方便，从来没有去计算过里程，想怎么跑就怎么跑，一周充一次电大概30%充到90%，我大概算了一下一周的使用情况，夏天开空调正常开，偶尔等孩子放学要在车里开空调等一个半小时，续航大概打个78折的样子。我觉得车就是工具，服务我们的，没必要为了省电要怎么开，比油车省太多了，现在充电也挺方便的，续航也完全够用了，总之目前挺满意的，一辆20多万的车感觉还是可以吧。可能是我要求不高，小问题不在意，目前也没发现，再贵的车都不可能十全十美，只要满足自己最需求的点就是好东西✌,2023-07-27,成都
invdu,"后驱丐版提车两个月，开了接近2000km，先讲讲重点感受，再讲讲选#3的原因。
一般的优缺点网上车评也都能找到，主要讲我在网上看了无数车评视频后也不了解，提车之后才知道的，背景是全程运动模式偏激烈驾驶，此前日常开2010年手动凯越，偶尔开家里2019昂科威，深度试驾（7天）过ID. 3，上门试驾过SL03，到店试驾过无数：
1. 底盘/悬挂/操控：我不是特别懂怎么评判车子底盘这类，但是过我家附近的一个桥接缝（飞坡），基本同等车速，#3和ID.3都是稳过，SL03和凯越会后轮离地；总体还是挺满意的。
2. 车身稳定系统（ESC/TCS）全开时很不激进。其他牌子试驾的时候因为副驾坐销售不敢太激烈驾驶不知道，但是开ID3的时候，无论地面状况、电门深度，都没有碰到过打滑，让我以为稳定系统应该都是这样吧，而#3我第一天开到地库稍微深踩一脚就打滑了，把我震惊到了。后续的结果就是现在我踩电门需要时刻观察路面状况，稍微路有不平，有井盖、接缝或者湿地如果一深踩直接开摆。#3的稳定系统在打滑后大概半秒是切断动力会把车拉回来，但是如果旁边有车离得很近，还是比较危险的。目前这样的稳定系统如果是作为中间档位能调我觉得会很好，因为可以出弯一脚地板电，让车小漂一下而不用担心完全失控，但如果这就是最强的一档稳定系统，那我觉得是对新手不够负责了。我的后驱是这样，听车友里说四驱的也会这样。另外稳定系统设置关了之后，应该是真的全关了，湿地试了一次直接spin了，这点不错，比ID系列好多了。
3. 转弯半径比想象中的大很多。跟ID.3完全不能比，我凭感觉觉得跟以前凯越差不多；
4. 辅助驾驶。车道保持一般快速路小弯道很稳没问题。堵车跟车近的时候碰到一次刹不住要我主动介入了的。幽灵主动刹车碰到过一次好在力度不是很大，幽灵提醒我请制动碰到好多次，尤其跟车比较近但也没很近的情况加速变道经常会触发。后交叉主动刹车碰到过两次算是有点用，最好的是#3帮你刹住的时候不像ID3会发出一声巨响，再加上系统提示音会让人觉得像撞到一样，#3只是轻描淡写地帮你踩下踏板，要不是我脚搭在踏板上我都不知道发生过。
5. 刹车力度不稳定。应该是机械刹车和能量回收的衔接问题，现象是明明脚踩得同样深度，但是车的减速度会变，经常已经预判好按这个减速度到目标位置正好停住，但是快到了的时候会觉得车在往前冲；还有一点湿地踩刹车很容易触发弹脚（ABS），即使只是轻踩，这两点都让人感觉刹车信心不足
6. 电门不线性，前段很灵敏，85%左右踩了一秒，再突然踩到地板电居然体感加速度变化为0。
7. 动能回收有延迟。出发点是好的为了防止不习惯的人开会有突然的拖拽感，但这种情况为什么不直接开最低能量回收呢？现在调到标准或强给我的感觉就像是踩了刹车（松电门）车要过一秒才会慢下来一样，是有点危险的。如果调到单踏板模式会有所缓解，但是这模式和运动模式不能同时开，舒适模式电门响应明显变慢，只能维持运动模式+低能量回收。
8. 续航。一个人开的时候激烈驾驶地面走走停停电耗基本都在20+，走快速路的话20左右，如果带人稍微温柔点16-18左右，总体都不算低，表显动态续航300-400。买电车就是为了不用担心开得狠，反正市内跑没电去充就行，还没试过保电跑长途。
9. 充电。试过星星、小桔、特来电和快卜，无论是120kw还是360kw桩，像是说好了一样都是峰值100kw左右，结果就是15-75%大概半个小时。去过一次极氪超充，不知道是不是卡在半夜价去人太多了，等了十分钟都只有40kw。

然后讲讲选#3而没选其他车的原因。看了整整一年的车才下的手，需求20以内，不喜欢大车，尽量追求操控。从最早看ID.4、ID.3，一个偏大一个续航太短；然后到SL03看了很久也很了解了，因为后悬太跳车太大后排座椅短低还顶头还是放弃了；Model 3价格贵了、配置一般最主要路上实在太多，追求操控也不想为了极致操控牺牲太多；MG4配置内饰太丐；

最后详细说说我跟极氪X对比的想法，毕竟直接对手。极氪车内内饰配色我挺喜欢，不像#3全是黑色为主色调，低配无界黑更是全黑，感觉和目标受众不是很搭。但是仔细看了就知道极氪前排储物空间非常少，开车的时候中央扶手搁手也不舒服，实用性不行。极氪后排又低又短，这点完全不如#3。操控方面看了大部分车评都是说极氪底盘太软，这点我还是很看重的。当然最主要我觉得极氪外观长得很难看，其他不说就光对比前后两个环视摄像头的位置，极氪像什么一样光秃秃放在那里，像是其他东西都设计完了随便往上面一放完事，这样对比起来#3的摄像头位置明显是更有设计感的。当然#3同样最低配又贵配置又低了，#3低配没有抬显也没确实难受。所以说选了#3其实也不能说是真的特别特别喜欢而买，但肯定是权衡下来觉得最合适的车了。",2023-10-02,上海
可能还需要再考虑一下,"精灵3号提车三个周了，来说说感受


选车心路：

一开始考虑的是001，30w价位综合产品力top级别，试驾了两次都很满意，316政策出来后差点忍不住去提了一辆，但是对我来说001的尺寸属实太大了，虽然空间非常好，但是5m车长，2m的车宽停车比较不方便，暂时用不到那么大的车（但是性价比真的高）

接下来看的是内部对手极氪x了，x从2月份非谍照预热就很期待，毕竟有001和009这两款优秀的产品在，相信x应该也不会让人失望（当时还是叫003），后面知道和smart精灵1号是同平台后就先去看了下精灵1号，那天1号试驾车暂时不在，静态体验了1号，坐姿，视野，人机工学，空间都很满意，音响也还行（当时因为性价比问题没有考虑精灵1号），就更加期待x的上市了

412极氪x正式上市，发布会看完就去看各种媒体都首发视频，当晚就选好了预想的配置：四座后驱绿外灰内选配电动门和19寸光耀轮毂，也联系了之前试驾001的销售，15号一大早就去看了展车，外观内饰都很满意，四座各种花里胡哨的功能也都挺好，音响也比001的好听，唯独视野问题让我很难受，车头中控台偏高导致座椅不能放到最低，否则视野很差（身高178），精灵1号就不会，因为前排座椅靠背过于宽大以及车身腰线收的较高，后排的视野更是灾难（放宠物无所谓），但是还是想等动态试驾完再决定

515开放第一批试驾的时候我就去了，试驾车是五座四驱19寸轮毂，五座的空间感稍微好点，19寸马牌ec6那个胎噪是真的大的离谱，底盘也有点软软呼呼的，动态比001差的太多，可能是预期太高导致对动态感受十分失望，毕竟001在30w属于越级表现，自然对x也抱有越级表现的期待，加之视野问题就搁置了x的购买计划


接下来的半个月陆陆续续研究了蔚来et5，飞凡f7，阿维塔11和极氪cs1e（虽然x有点失望，但总体上还是很喜欢极氪的），et5是真漂亮，但是底盘是真的厚，导致坐姿稍微偏高，属实难受，et5t改善了一丢丢但是想想这价格都能买001了：飞凡f7性价比是真不错，最喜欢的就是f7的坐姿和座椅舒适度，另外隔音空间音响底盘也都不错，就是内饰不太能接受，品牌也不太行：阿维塔的销售政策和001差不多，都是免息送选装，额外还有个全款减1w，但是双电机大电池版本贵太多，我也不需要那么强的辅助驾驶，于是乎作罢：极氪cs1e补足了800v和智能驾驶这两块短板，尺寸也合适一些，但是看完谍照后我非常不喜欢那个车头和c柱的设计，想等又不想等的，各种纠结


61精灵3号上市，其实一开始也没怎么关注，毕竟预想着smart价格肯定不会便宜，3号比1号大肯定也要贵个几万的样子，到时候都能买cs1e了，其实这个上市时间也算是给足了极氪面子，毕竟x的首发权益531截止，看完配置单和价格后觉得pulse四驱版价格和权益算是有些惊喜，第二天问了精灵1号的销售，说周末就有个试驾活动，就跑去看了精灵3（点名批评极氪x，上市一个月了才开放试驾）


外观是真的可以，小车也有舒展的溜背和优雅的身姿，也没有影响内部空间，内饰基本和1号是一套，用料不如x但是设计感非常在线，没有固定试驾路线随便我开，底盘稍微有点偏硬但是比x的更能让我接受（论底盘还得是001），邓禄普060轮胎胎噪表现也更好一些，整体的隔音我觉得稍好于极氪x，多出来2.7w的价格也能接受（算是一万买设计，一万买logo，7k买充电桩和服务了），后期又去试驾了一次，最后是在车展上订的车，多送了个贴膜（虽然最后没要）

用车感受：

用车感受到现在精灵3号已经开了三个周了，见过的人都说外观好看，空间甚至可以说宽敞到不输绝大部分b级车，4.3s加速妥妥反向虚标（毕竟为了卖巴博斯），底盘比001机械悬挂稍微硬了一丢丢但总体也还好，小震动偏多，过大坑和减速带其实还好，跑山挺爽的，虽然没有sic但是城区电耗也能开到13.6，9折往上的续航了，隔音其实也就那样，最主要的噪音来源就是胎噪了，245的宽胎，pma2平台本身也不是冲击高端，所以用料自然也没有001的pma1平台那么足，x花里胡哨的功能没有也无所谓了，虽然还少了终身免费的5g流量（3号只有4g而且只免5年），而且座椅通风和方向盘加热要额外花钱，虽然硬件是有的，但是总体上比x要更适合我一些，另外还加钱买了smart自己推出的延保，花了小一万，约等于除三电外整车延长到8年20w公里的保修（三电还是原来的8年15w公里），本来不想要的，但是家里人出钱说要也没办法

最后我觉得我们这的经销商还是不错的，服务很到位，送的东西也挺多，商城里的脚垫，后备箱垫，遮阳帘，公牛的放电枪，车展送3m的玻璃膜但是我加了点钱换成了商城里的强生膜，包括销售也自掏腰包送了我几张充电卡嘿嘿

接下来就是研究充电桩的安装了，好在离电表不是很远，30m的线应该够装了",2023-07-30,昆明
驾仕派,【驾驶感受】我开这台smart精零3是一台巴博斯的版本，相较普通版，它的性能会更极致一点，但真正开上之后我会发现其实它日常开也没问题。首先从动力上来看，它虽然是个双电机，3秒多的加速，听起来很可怕，但我开到舒适模式在城里面去走走停停的时候还是很可控的，除非你踩过电门踏板行程1/3之后，它会有一点点突然一下爆发的窜劲，正常的时候觉得完全没问题。不过它的电门踏板整体还是调的比较重一些，当然这我也可以理解，这是为了让它的动力输出更线性一点，会让你会觉得要去控制这个力量是需要付出那么一点点努力的，就是这一点我觉得是没问题的。我觉得很好的另一点是它的底盘，因为它这个底盘我觉得像GTI，或者是一台MINI，因为它的整个底盘，尤其是在一些平整的路况下，它的贴服感我觉得做的很好，轮胎几乎你会觉得是粘在地面上在行走，即便遇到一些比较大的这种路面的接缝啊，或者是井盖儿一样的冲击时，它也不会有那种特别硬，特别尖锐的冲击感，所以我觉得这会让你有这么一个印象，觉得这台车虽然开起来不是那种大船摇摇晃晃的状态，但它的舒适性完全是能够符合我们在日常使用需求的。,2023-05-28,
AutoBiBiBi,"颜值与性价比是最大卖点，不到24w的价格拥有双电机四驱coupe suv，底盘路感清晰，转向手感精准（太过于贼），舒适驾驶模式下，全油门加速会有明显顿挫来模拟燃油车的变速箱换挡，这点十分多余。

缺点也很明显，前排桶形座椅看着很运动，实际乘坐包裹性并不好，该座椅在头枕位置设计一块海绵垫，对于身高高于180cm同学十分不友好，会顶着你的颈椎十分难受。

舒适性较差，偏硬的悬挂精准的转向对于舒适性一定是负面的，整车NVH对不起24w的售价，特别是后排的噪声控制，超过80公里之后车内前后排交流全靠吼。

车内硬塑料感觉较强，低配车型由于氛围灯照射位置有区别，夜间质感更差。

车技系统开机延迟，开机后运行速度不错，日常语音控制识别度高。",,
车扯,"外观方面，精灵#3还是延续了精灵#1整体的设计语言，但相比精灵#1可爱圆润的取向，精灵#3风格更加动感和中性，我觉得对男性用户选车用车会更友好。整体上看精灵#3的设计除了动感，设计元素还是会偏向传统一些，没有过分的追求夸张和特立独行，算是很容易被人接受的。还有就是虽然比精灵#1大一些，但仍旧称得上非常紧凑，对于日常驾驶和停车来讲也非常友好。

内饰方面，同样是精灵#1风格的延续，不过部分细节有所调整。整体用料水平是在线的，也对得起豪华品牌的定位，尤其是饰板的区域，实际观感不但没有塑料感，还显得很高级。不过软性材质表面的纹理略显不够细腻，这点极氪X会做的更好。同时，车机的本土化很到位，或者说这就是目前国内主流车型应该达到的水平。操作很流畅，内置应有也足够丰富，尤其是语音支持可见即可说、连续语音控制、免唤醒等，体验很不错。

配置方面，目前该四驱版车型有福利政策，1.2W的选装包是赠送的，包含了Beats音响在内的一系列配置，还是非常划算的。除此以外，大部分日常常用的舒适、便捷配置也都足够到位。还有一点值得注意，就是精灵#1上备受吐槽的订阅机制终于被取消了，像方向盘加热、座椅通风都是一口价的选装，这点变化还是非常正确的。

空间方面，我相信这种定位的车型，大部分时间还是车主自己驾驶的。不过精灵#3的后排空间其实比很多人想象的要好不少。对于身高175cm左右的乘客来讲，能提供两拳有余的腿部空间和超过一拳的头部空间，并且座椅整体乘坐的舒适性也还不错。如果真有家用需求，或者带着朋友出去晚，实用性也能得到保证。

动力方面，Pulse四驱版虽然零百加速没有达到BRABUS版3.6秒那么极致，但4.3秒的动力搭配小巧的车身，也是个十足的小钢炮了。绝对动力完全不用多说，除此以外，舒适模式和运动模式下精灵#3的动力会展现出很不同的性格。舒适模式下，精灵#3是非常易控，也很有亲和力的，前半段电门动力很柔和，深踩也有十足的爆发力。而运动模式，其实也不会过于暴躁，动力会变得积极，但仍旧易控，但更快的响应确实在跑山时会更有快感。

底盘方面，哪怕不是BRABUS版，精灵#3也展现出了十足的运动性和驾驶乐趣。转向的轻柔模式很轻巧，稳重模式的阻尼感则给人非常扎实和沉稳的感觉，而且车头对于转向输入响应十分灵敏，搭配小巧的车身，显得非常灵动。悬挂支撑性很足，回弹也足够快，弯中动态十分稳定，循迹性也很好，做一些大幅度的变线动作车辆也没有多余的晃动，可以说是十分听话的。与此同时，虽然精灵#3也过滤掉了绝大部分细碎的震动，滤震高效干脆，虽然低速压过较大的颠簸还是能感觉到悬挂的硬度，但大部分情况下你都能感受到底盘的厚重和韧性，属于在运动性能和高级感方面做到了很好的兼顾的类型。",2023-06-28,
yellowpeter,"油车是宝马3系，已经开了6年，最近半年有了增购一台电车的想法，一边学习新能源车的知识，一边断断续续去试驾了比亚迪海豹、宝马i3、蔚来新es6、智己ls7、飞凡f7、极氪001和x、特斯拉y、smart1和3。

主观体感简单总结，请注意是主观～海豹底盘偏舒适，过坎容易抛跳；i3驾驶感受最像油车，但是油改电嘛算了；蔚来新es6很漂亮，底盘也有一定提升，但性价比还是不高，我对换电也没需求；特斯拉售前售后完善，保有量也不小，比较适合第一台车，但动能回收不太适合我，底盘调舒适后依然很硬；极氪001底盘确实很好，开起来很稳很跟手，但是2米车宽塞车和停车很纠结；上汽智己和飞凡堆料很足，但开起来都是偏舒适底盘很软，不太适合我。

smart试驾过精灵1和新出的精灵3，精灵3的底盘用料只能说及格但确实有德味，驾驶体感我挺中意，而且3零百更快，车身更矮变道超车灵活侧倾很小，4m4车长1m8车宽，城区通勤很方便，内饰还有一股奔驰味，买不起大奔嘛就买个吉利豪情精灵自嗨一下。

7.15提车当天，天气晴朗，也因为台风快到广州了，气温非常炎热。
有提车仪式，挺惊喜的，感谢交付同学的细心布置。玫瑰花可以带走，还送了交付礼，一个smart的小盒子～	
钥匙多配了一个黑黄的，没记错应该是424大洋，交付当天15分钟就配好了。
	
充电桩是提车前就预约装好了。因为我怕充个电满手灰尘，所以另外买了一个保护箱（尺寸800*600*250），安装师傅免费装上了，点赞。但是80一米的套餐外拉线价格实在是贵，多出40米交了3200，无愧于“尊贵”的smart车主称号。
	
上牌是自己去的，其实很简单，关键是准备齐全材料。这里也简单分享下流程：
【验车】
带上身份证和银行卡，验车，交钱，回家
【申请临牌】
找交付催发票+合格证；挑保险，买保险；只要有交强险，就可以让交付把发票和合格证的照片发过来，在12123app申请临牌，临牌是ems到付，共30元
【预约上牌】
在粤税通app或小程序申请购置税完税证明（注意登记地要选上牌城市）；登录广州中小客车指标官网申请新能源小型汽车指标（可根据合格证上的产品型号查询推荐目录，精灵3号是JL7000BEV57），打印出纸质指标书证明（注意汽车指标生效是次日）；在广州交警公众号上预约上牌日期
【选号】
网上选号的话，建议先看下b站的视频攻略，然后在电脑网站上进行模拟选号熟悉流程；正式选号时建议先随机再自编，因为万一自编中了就没有机会再随机了（要注意如果随机中间切换到自编，随机的倒计时是不会暂停的），祝大家都能选到靓号
【提车】
收到临牌后，带上临牌和身份证，提车；拿到关键的发票原件、合格证原件，还有次要的机架号拓印、45度车照片；除此以外交付也会给环保标志、强制一致性证书
【上牌】
提前准备好以下实体资料：合格证原件、发票原件（有3联）、打印的广州新能源汽车指标书纸质证明、身份证原件、身份证复印件*1、三角警示架（车上有）、反光衣（车上有）、机架号拓印（如果没有车管所可以免费拓印）、45度车照片（如果没有车管所可以免费拍照）
可联网查到则不需要打印纸质证明的：交强险电子保单、车辆购置税完税证明
上牌过程很简单：到车管所->登记室报到交资料->验车->停车场停好车->到服务大厅等叫号->窗口办理并缴费130元->现场选号（网上选号就跳过这步）->等待制证->拿到大绿本+行驶证+新临牌，人不多的情况下，整个过程2-3小时足够了。",2023-07-22,广州
一块钱小轮子,"提车两周了，本来也是老婆喜欢，平时也是老婆在开，根据老婆的反馈简单做个评价吧～

【购车经历】
看车时比较杂，同类对比了smart3、model3、极氪X以及奥迪q4。
极氪x 外形完全不在我们的审美上，首先就排除了；
q4中控屏倾斜部分侵入了副驾驶空间，视觉上觉得副驾小了，另外中控扶手处的镂空也让老婆觉得开车时没有夹手的地方（女生坐的靠前），另外奥迪的车机以及辅助驾驶功能还是缺少，对于女生不太友好，最最最重要的是4s店的销售态度！让我怀疑是不是只有进店买a8才能得到与奥迪品牌调性相匹配的服务？
决赛圈就是毛豆和大聪明，毛豆的优势就不多说了，选择大聪明是因为她“该有的都有”，双电机，智能驾驶，自动泊车，HUD，无敌的颜值再加上与车尺寸不符的让我非常意外的后排空间

【续航】
开了两周，平时老婆往返单位，闵行松江两头跑，一天大概40公里，空调正常开（3挡24度），动能回收最低，每天耗电大概在9%左右，表显掉47公里

【空间表现】
还是那句与车身尺寸不符的空间表现，后排表现是不错的

【驾驶感受】
整个车的悬挂比较硬，闵行现在随处都在修修修，驾驶乘坐体验准实有点差

【最不满意】
也要吐槽下交付中心的人，新车膜没撕（导致氧化了留胶在车漆上），群里给的家充办理流程也是过时的，回消息平均30分钟起…………

【最满意】
颜值max，小巧，好开，停车方便，该有的功能都齐全，自动泊车，辅助驾驶，自动变道，HUD以及各类主动/被动安全～
大家广为吐槽的付费开启座椅通风包还没买，不过也能接受吧，因为决赛另一个选手如果要开自动泊车要多付3万，相比之下这1999也就没啥了……",2023-08-01,上海
蓬蓬碰彭彭,"开了差不多一百来天，来客观的说一说simart精灵3。本地没有店，从北京提的车，当天充电90%在高速上跑了230公里，到家还有30%电量。其余时间都是在市区用车，最多能跑400公里。默认驾驶模式，没有动过，这个续航能力作为家用车很合适。
也开过油车，相对而言精灵3的加速度更快，而且静音型更好，唯有一点风噪，也是高速行驶的时候会有点明显。
不用担心后排鸡肋，实际上老公和孩子坐后边完全足够，不挤腿不顶头。但是后备箱就不要想了，可以说聊胜于无。放点日常小东西可以，装两大行李箱就得把后排放倒了。
设计很豪华，就是车子的智能配置不好用，标称的手机蓝牙钥匙太烂了，经常识别不了，开不动车，打不开门。
而且我发现方向盘两边的按键位置会持续发热，售后说是正常的，但我觉得这很不正常！
 收藏
 分享",2023-10-18,北京
汤姆猫克鲁斯鼠,"这车外观其实相较于1代更适合男生，运动感更强一点。其实外观就是一台紧凑型溜背SUV，外观很像英菲尼迪FX，内饰一眼就是奔驰家族的味道，整体的感觉偏轻奢，车机界面很简约，整体的流畅度不错，语音交互中规中矩，也有犯傻听不懂的指令的时候。 

推荐Premium版，动力绝对够了，配置也够全，这车我自己玩下来其实比较出色的是驾驶手感，这车的悬挂支撑性很足，是运动取向，地板电很上头。变线很迅速，很像是一台大的卡丁车，在地库的时候偶尔一脚油门到底，还能轻轻的飘一下，驾驶乐趣绝对没的说。

要吐槽的就是方向盘加热要付费，说真的这样有必要吗，这千把块钱直接加在车价里，你不说我也不知道，就当是送我们的，你开心我开心。
另外这车的动能回收太敏感了，稍微一松油门就顿一下，还有就是没哨兵模式，啥时候厂家把这个加上去就完美了，总体是台不错的车，希望后续使用不要出什么幺蛾子。",2023-10-11,
元气日落639,Smart这个车很神奇，提车之前都不看好，都觉得我的选择不对，结果现在都说好。尤其是坐过驾驶位看过一圈氛围灯的。出门就被问这是啥车，晚上迎宾灯一亮，走哪儿都是焦点。 动力好的，品牌上档次的同级车，BBA里边没有，大众和新势力品牌的又不喜欢，我的豪华要求也只有smart能满足。 不过让我下决心买它的不是并不是外观和内饰，而是踩下油门后的加速度非常快，动力强，很符合我的喜好。加上本身尺寸小，平时开着操作更方便，适合我这种不会侧方停车的女车主。 减震很硬，和同事的高尔夫GTI的感觉非常像，都是这种动力好的小车，坐后排会有很大的震动，明显没有前排舒服。 夏天开空调用车续航在350公里上下，和厂家宣传的520公里差距很大。 没有现金优惠，店里送了选装包。,2023-10-20,唐山
qguangb,【驾驶感受】 2023年6月份入手，目前行驶8千多公里。说说几次吓人的经历，一次在城市路面行驶时，前方转弯时（弯道很小），发现路面有水（严格说是路面潮湿），提前收电门，50多公里时速通过时车辆甩尾；一次在高速公路收费站出口，缴费后想快速通过，也是遇到出口处潮湿，踩下电门加速时发生甩尾。我另外一辆车从来没出现过此类情况，操作也没什么不妥之处，不知道这个车哪点设计出了问题！,,
幸运蜡笔35,本来倾向于性价比更高的pro+版，但要上市的时候被店里通知有订车福利， pro+不享受，最低只能是23.99四驱版才可以。这一下贵了三万块，虽然加速更快，还有抬头显示，但续航少了一些，我还是更倾向于pro+。 不过首批订车实在是给的福利太多了，还有免费充电桩，耐不住又去试驾了四驱版。最终被首订福利俘获了，提了四驱版。 选了月瓷白，在颜值和维修成本之间平衡了一下，毕竟彩色补漆很贵。满电能跑到440公里，但用车空间上会差一点，后排头顶的空间不算大，纵向和横向空间可以接受。后备箱比同事的高尔夫大，不够用的话还有个前备箱，别带那些补胎工具就好了。 果然是四驱版开着更丝滑，就连动能回收都很顺畅，细节处的调教和油车已经没啥区别。但要注意一点，主动刹车非常灵敏，反应也非常快，一定注意安全带不要勒在脖子上，很疼。,2023-10-10,北京
银翼小恐龙,提车两个月，也跑了将近3000公里，还是有些深度体会。最早关注的是smart#1，那时候房子还没下来，没有自己的车位，装不了充电桩。今年上半月交房以后才知道更大一点的smart#3要上市，马上看车，快速下定，两个月以后交车。 外观：smart#的外观很漂亮，线条很个性，虽说没有发动机，但是前脸保留了一部分进气格栅的装饰，不至于让整体显得太封闭，我喜欢这个设计。 内饰：很奔驰，圆形的空调出风口一下子就暴露了血统。虽然我这个低配没有氛围灯，但是亮面的中控台还是在阳光下闪得布灵布灵的 驾驶感受：加速度很快，这个动力不虚，虽说是低配版本，但是也比同事的1.8T福克斯有劲。 小毛病：做工不好，座椅传感器失灵了一次，系了安全带没反应，后来在4S店换掉了。雨刮器打开的情况下会碰到前机盖，担心会掉漆，这是设计不足。,2023-10-22,秦皇岛
攒钱困难户,Pulse四驱版，五一车展看上，六月初冲动订车，没有现金优惠。原定七月初提车，结果六月底跟我说订单延期。等到七月底俩月了，都想去退掉，又显示已经在途了，这又等了一周车才到店。工作忙没办法，一直到八月第三周才开上车车。 等车很煎熬，但是开上以后车子真香！这是家里第二台车，就是用来接送孩子和上下班，现在开了60天，走了2000公里。得益于我驾照每一门都是满分，现在为止没有一处剐蹭，完好如初。 样子是真的好看，内饰有种复古混合现代的感觉，而且bests音箱上都做了氛围灯，细节无敌。 辅助驾驶效果好，即使是在晚上也能识别车道，辅助变道，自动刹车在晚上也能正常使用。 续航里程虚标严重，正常用车满电都在410公里左右；避震做的不好，经过颠簸路面后排起伏很厉害。,2023-10-23,承德
琳达_Li,"【购车经历】
6.18重庆车展最后一天定的，销售也是直接把车讲得很通透！活动力度也是拉满了的，特别感谢这位耿直的销售！提车用时36天，其中有一周多是停在交付中心等升级！
【提车价格】
23.69，都是APP下定！当时有1.2万的权益礼包，5000的颜色选购！3000的尾款抵扣！
【续航】
520！提车不到一周目前开了300公里，电耗在14.2km/h！脚法感觉还行，因为我70%都在高速上！
【动力表现】
体验过一次运动模式，推背感极强，起步之快，秒杀很多油车！
不过我一直开的节能模式，动力回收标准！这个得适应一下，会有点肉！容易晕车，才开建议开到动力回收弱，和油车没区别！我妈妈很容易晕车的，提车那天75公里高速，她没有晕车！
【亮点配置】
我最喜欢是64色氛围灯，我看车时销售也是第一个讲的氛围灯的音乐模式！跟随音律变色，晚上真的很美！不过晚上有一点反光！

【驾驶感受】
轻便而不是稳重！高速转弯都特别稳！L2➕辅助驾驶，人车交付还是很舒心的！自动泊车说实话，试驾体验过还不错！但是自己确实没有使用过！全程交给车机，心里会紧张！",2023-07-28,重庆
A昕,"讲道理说实话 买这台车真的就像一场意外一样，在我爸跟我说smart有出纯电动之前，我真的一点也不知道，接老爷子的命令去开了试驾，简单来讲 #3号的外形真的很nice！我真的很中意～本来就差一步就要定Y了。但是对于那个内饰……真的内心是十分抗拒的hhhh 
#3的内饰我只能说不愧是奔驰设计～空间对于一台轿跑型的SUV真的很够：本人180坐后排都能还有一到两拳的宽度（虽然我不坐后排hhh）续航的话 现在开了将近2K公里，跑市区大概一周一冲！车机系统这方面：OTA升级速度还算可以，目前基本上一个月一次吧，一些小的漏洞也有在调整o>_<o持积极态度～驾驶体验只能说比老油车好太多了！我真的爱死smart#3了o>_<o附本人拍的车子帅照^O^",2023-09-20,厦门
用户4979460063328,一直想买一台小车，方便城市里穿梭。去年偶然在网上看见了精灵#1，感觉比较呆萌，也知道了smart还有一款车要在2023年上市。等到了4月上海车展发布的精灵#3。相比早就上市的#1，#3细节方面有优化提高，低趴的外形更流畅，属于能让人一见倾心的类型。到了6月1日#3正式上市，没试驾就盲定了#3星尘蓝。苦苦等待一个月，终于在7月3日等来了车辆交付。第一次开上电车还是比较谨慎，电门不敢踩深了，快速路上多开段距离适应之后，能感受到方向指向准确，韧性的底盘快速过弯信心十足。回到家看电耗才14.8Kw，第一次开电车，快接近工信部公布的电耗值了。现在有了#3，峰谷电价充电真香，看来以后要多带小三出门溜达，训练出黄金右脚。,2023-07-27,重庆
